 Column ID, X(meters), Y(meters), Z(feet), Indicator
         1       734500.0      3419500.0          362.1        -1
         1       734500.0      3419500.0          198.1         0
         1       734500.0      3419500.0          189.1         1
         1       734500.0      3419500.0           54.1         0
         1       734500.0      3419500.0           44.1         1
         1       734500.0      3419500.0           24.1         0
         1       734500.0      3419500.0           14.1         1
         1       734500.0      3419500.0         -121.9         0
         1       734500.0      3419500.0         -136.9         1
         1       734500.0      3419500.0         -162.9         0
         1       734500.0      3419500.0         -170.9         1
         1       734500.0      3419500.0         -221.9         0
         1       734500.0      3419500.0         -273.9         1
         1       734500.0      3419500.0         -342.9         0
         1       734500.0      3419500.0         -355.9         1
         1       734500.0      3419500.0         -604.9      -999
         2       735500.0      3419500.0          362.4        -1
         2       735500.0      3419500.0          195.4         0
         2       735500.0      3419500.0          173.4         1
         2       735500.0      3419500.0          138.4         0
         2       735500.0      3419500.0          118.4         1
         2       735500.0      3419500.0           54.4         0
         2       735500.0      3419500.0           44.4         1
         2       735500.0      3419500.0           24.4         0
         2       735500.0      3419500.0           14.4         1
         2       735500.0      3419500.0         -100.6         0
         2       735500.0      3419500.0         -111.6         1
         2       735500.0      3419500.0         -121.6         0
         2       735500.0      3419500.0         -136.6         1
         2       735500.0      3419500.0         -162.6         0
         2       735500.0      3419500.0         -170.6         1
         2       735500.0      3419500.0         -221.6         0
         2       735500.0      3419500.0         -273.6         1
         2       735500.0      3419500.0         -342.6         0
         2       735500.0      3419500.0         -355.6         1
         2       735500.0      3419500.0         -604.6      -999
         3       736500.0      3419500.0          362.7        -1
         3       736500.0      3419500.0          185.7         0
         3       736500.0      3419500.0          174.7         1
         3       736500.0      3419500.0          137.7         0
         3       736500.0      3419500.0          118.7         1
         3       736500.0      3419500.0         -100.3         0
         3       736500.0      3419500.0         -111.3         1
         3       736500.0      3419500.0         -121.3         0
         3       736500.0      3419500.0         -136.3         1
         3       736500.0      3419500.0         -221.3         0
         3       736500.0      3419500.0         -273.3         1
         3       736500.0      3419500.0         -342.3         0
         3       736500.0      3419500.0         -355.3         1
         3       736500.0      3419500.0         -604.3      -999
         4       737500.0      3419500.0          362.9        -1
         4       737500.0      3419500.0          178.9         0
         4       737500.0      3419500.0          172.9         1
         4       737500.0      3419500.0         -100.1         0
         4       737500.0      3419500.0         -170.1         1
         4       737500.0      3419500.0         -221.1         0
         4       737500.0      3419500.0         -273.1         1
         4       737500.0      3419500.0         -342.1         0
         4       737500.0      3419500.0         -355.1         1
         4       737500.0      3419500.0         -604.1      -999
         5       738500.0      3419500.0          363.2        -1
         5       738500.0      3419500.0          167.2         1
         5       738500.0      3419500.0          -99.8         0
         5       738500.0      3419500.0         -169.8         1
         5       738500.0      3419500.0         -220.8         0
         5       738500.0      3419500.0         -272.8         1
         5       738500.0      3419500.0         -341.8         0
         5       738500.0      3419500.0         -354.8         1
         5       738500.0      3419500.0         -603.8      -999
         6       739500.0      3419500.0          363.5        -1
         6       739500.0      3419500.0          168.5         1
         6       739500.0      3419500.0           26.5         0
         6       739500.0      3419500.0           17.5         1
         6       739500.0      3419500.0          -99.5         0
         6       739500.0      3419500.0         -135.5         1
         6       739500.0      3419500.0         -144.5         0
         6       739500.0      3419500.0         -169.5         1
         6       739500.0      3419500.0         -220.5         0
         6       739500.0      3419500.0         -272.5         1
         6       739500.0      3419500.0         -341.5         0
         6       739500.0      3419500.0         -354.5         1
         6       739500.0      3419500.0         -603.5      -999
         7       740500.0      3419500.0          363.8        -1
         7       740500.0      3419500.0          187.8         1
         7       740500.0      3419500.0          162.8         0
         7       740500.0      3419500.0          152.8         1
         7       740500.0      3419500.0           51.8         0
         7       740500.0      3419500.0           17.8         1
         7       740500.0      3419500.0         -101.2         0
         7       740500.0      3419500.0         -135.2         1
         7       740500.0      3419500.0         -144.2         0
         7       740500.0      3419500.0         -169.2         1
         7       740500.0      3419500.0         -220.2         0
         7       740500.0      3419500.0         -272.2         1
         7       740500.0      3419500.0         -341.2         0
         7       740500.0      3419500.0         -354.2         1
         7       740500.0      3419500.0         -603.2      -999
         8       741500.0      3419500.0          364.0        -1
         8       741500.0      3419500.0          252.0         0
         8       741500.0      3419500.0          222.0         1
         8       741500.0      3419500.0          216.0         0
         8       741500.0      3419500.0          190.0         1
         8       741500.0      3419500.0          163.0         0
         8       741500.0      3419500.0          153.0         1
         8       741500.0      3419500.0           96.0         0
         8       741500.0      3419500.0           91.0         1
         8       741500.0      3419500.0           52.0         0
         8       741500.0      3419500.0           18.0         1
         8       741500.0      3419500.0         -101.0         0
         8       741500.0      3419500.0         -131.0         1
         8       741500.0      3419500.0         -144.0         0
         8       741500.0      3419500.0         -169.0         1
         8       741500.0      3419500.0         -186.0         0
         8       741500.0      3419500.0         -213.0         1
         8       741500.0      3419500.0         -220.0         0
         8       741500.0      3419500.0         -237.0         1
         8       741500.0      3419500.0         -341.0         0
         8       741500.0      3419500.0         -354.0         1
         8       741500.0      3419500.0         -603.0      -999
         9       742500.0      3419500.0          364.3        -1
         9       742500.0      3419500.0          256.3         1
         9       742500.0      3419500.0          250.3         0
         9       742500.0      3419500.0          159.3         1
         9       742500.0      3419500.0           52.3         0
         9       742500.0      3419500.0           18.3         1
         9       742500.0      3419500.0         -100.7         0
         9       742500.0      3419500.0         -130.7         1
         9       742500.0      3419500.0         -143.7         0
         9       742500.0      3419500.0         -212.7         1
         9       742500.0      3419500.0         -340.7         0
         9       742500.0      3419500.0         -349.7         1
         9       742500.0      3419500.0         -411.7         0
         9       742500.0      3419500.0         -430.7         1
         9       742500.0      3419500.0         -602.7      -999
        10       743500.0      3419500.0          364.6        -1
        10       743500.0      3419500.0          265.6         0
        10       743500.0      3419500.0          259.6         1
